1000 0.0004791402816772461
1100 0.0004901838302612305
1200 0.0004843235015869141
1300 0.0004883146286010742
1400 0.0004874610900878906
1500 0.00047838687896728516
1600 0.00048591136932373046
1700 0.0005055046081542968
1800 0.0004898738861083984
1900 0.0004843854904174805
2000 0.0004939079284667969
2100 0.0004966688156127929
2200 0.00048558235168457033
2300 0.0004949331283569336
2400 0.0004892969131469727
2500 0.0004894733428955078
2600 0.0005059766769409179
2700 0.000492095947265625
2800 0.0005129957199096679
2900 0.0004892253875732422
3000 0.0004994630813598633
3100 0.0004927873611450196
3200 0.0004945325851440429
3300 0.0004855966567993164
3400 0.00051361083984375
3500 0.0004891490936279297
3600 0.0005056142807006836
3700 0.0005095291137695312
3800 0.0005027532577514648
3900 0.0005134057998657227
4000 0.0005015850067138672
4100 0.0004949474334716797
4200 0.0004953289031982422
4300 0.0005052757263183594
4400 0.0004894304275512696
4500 0.0005060958862304687
4600 0.0004909658432006836
4700 0.0004839134216308594
4800 0.0004837703704833984
4900 0.0004919195175170899
5000 0.0004912996292114257
